Code_commune;Code_departement;Code_postal;Commune;Total_population
108;74;74410;DUINGT;1015
112;74;74330;EPAGNY METZ-TESSY;8394
119;74;74500;EVIAN-LES-BAINS;9359
123;74;74210;FAVERGES-SEYTHENEX;7836
133;74;74240;GAILLARD;10179
134;74;74260;LES GETS;1242
137;74;74570;GROISY;4047
143;74;74310;LES HOUCHES;3087
153;74;74380;LUCINGES;1672
160;74;74230;MANIGOD;1019
164;74;74970;MARIGNIER;6557
217;972;97290;MARIN;1894
169;74;74460;MARNAZ;5758
176;74;74290;MENTHON-SAINT-BERNARD;1954
183;74;74440;MIEUSSY;2485
185;74;74560;MONNETIER-MORNEX;2363
189;74;74130;MONT-SAXONNEX;1721
190;74;74440;MORILLON;689
201;74;74160;NEYDENS;2175
205;74;74490;ONNION;1317
213;74;74330;POISY;8592
238;74;74430;SAINT-JEAN-D'AULPS;1584
241;74;74490;SAINT-JEOIRE;3471
243;74;74160;SAINT-JULIEN-EN-GENEVOIS;16125
249;74;74500;SAINT-PAUL-EN-CHABLAIS;2570
250;74;74800;SAINT-PIERRE-EN-FAUCIGNY;7230
256;74;74700;SALLANCHES;17322
264;74;74950;SCIONZIER;9070
266;74;74310;SERVOZ;1092
276;74;74440;TANINGES;3465
278;74;74300;THYEZ;6480
288;74;74520;VALLEIRY;4995
290;74;74660;VALLORCINE;418
294;74;74440;VERCHAIX;775
299;74;74290;VEYRIER-DU-LAC;2358
305;74;74100;VILLE-LA-GRAND;9169
311;74;74250;VIUZ-EN-SALLAZ;4532
26;76;76880;ARQUES-LA-BATAILLE;2625
57;76;76360;BARENTIN;12627
95;76;76420;BIHOREL;8430
103;76;76240;BONSECOURS;6585
114;76;76210;BOLBEC;11746
157;76;76380;CANTELEU;14219
164;76;76490;RIVES-EN-SEINE;4214
217;76;76200;DIEPPE;28709
231;76;76500;ELBEUF;16350
254;76;76790;ETRETAT;1243
255;76;76260;EU;6916
276;76;76440;FORGES-LES-EAUX;4010
255;78;78840;FRENEUSE;962
312;76;76220;GOURNAY-EN-BRAY;6138
329;76;76210;GRUCHET-LE-VALASSE;3212
291;78;78930;GUERVILLE;469
341;76;76700;HARFLEUR;8414
351;76;76600;LE HAVRE;170120
382;76;76210;LANQUETOT;1174
384;76;76170;LILLEBONNE;8942
406;76;76400;MANIQUERVILLE;427
410;76;76150;MAROMME;10798
377;91;91300;MASSY;339
447;76;76290;MONTIVILLIERS;15705
451;76;76130;MONT-SAINT-AIGNAN;19732
474;76;76960;NOTRE-DAME-DE-BONDEVILLE;7061
540;76;76000;ROUEN;113934
575;76;76800;SAINT-ETIENNE-DU-ROUVRAY;28573
637;76;76540;SAINT-PIERRE-EN-PORT;835
647;76;76430;SAINT-ROMAIN-DE-COLBOSC;4299
655;76;76460;SAINT-VALERY-EN-CAUX;4091
752;76;76760;YERVILLE;2535
758;76;76190;YVETOT;11670
4;77;77390;ANDREZEL;291
5;77;77410;ANNET-SUR-MARNE;3326
14;77;77210;AVON;13643
18;77;77700;BAILLY-ROMAINVILLIERS;7477
22;77;77630;BARBIZON;1246
24;77;77750;BASSEVELLE;384
44;77;77720;BOMBON;968
55;77;77177;BROU-SUR-CHANTEREINE;4819
58;77;77600;BUSSY-SAINT-GEORGES;26944
59;77;77600;BUSSY-SAINT-MARTIN;661
61;77;77130;CANNES-ECLUSE;2517
62;77;77400;CARNETIN;465
67;77;77240;CESSON;10978
81;77;77390;CHAMPDEUIL;735
83;77;77420;CHAMPS-SUR-MARNE;25808
94;77;77410;CHARMENTRAY;300
96;77;77590;CHARTRETTES;2599
107;77;77390;CHAUMES-EN-BRIE;3365
114;77;77173;CHEVRY-COSSIGNY;3967
117;77;77730;CITRY;962
118;77;77410;CLAYE-SOUILLY;12305
127;77;77170;COUBERT;1898
128;77;77860;COUILLY-PONT-AUX-DAMES;2126
131;77;77120;COULOMMIERS;15018
132;77;77700;COUPVRAY;2899
139;77;77181;COURTRY;6750
146;77;77183;CROISSY-BEAUBOURG;2047
148;77;77840;CROUY-SUR-OURCQ;1849
155;77;77400;DAMPMART;3453
169;77;77184;EMERAINVILLE;7691
171;77;77450;ESBLY;6451
186;77;77300;FONTAINEBLEAU;16159
201;77;77370;GASTINS;682
209;77;77400;GOUVERNES;1208
215;77;77220;GRETZ-ARMAINVILLIERS;8545
217;77;77166;GRISY-SUISNES;2562
221;77;77600;GUERMANTES;1168
222;77;77390;GUIGNES;4325
237;77;77600;JOSSIGNY;665
238;77;77640;JOUARRE;4390
240;77;77320;JOUY-SUR-MORIN;2199
243;77;77400;LAGNY-SUR-MARNE;21764
258;77;77185;LOGNES;14418
259;77;77230;LONGPERRIER;2342
268;77;77700;MAGNY-LE-HONGRE;9257
272;77;77370;MAISON-ROUGE;870
48;94;94440;MAROLLES-EN-BRIE;416
280;77;77440;MARY-SUR-MARNE;1125
284;77;77100;MEAUX;56229
288;77;77000;MELUN;41139
292;77;77410;MESSY;1210
296;77;77550;MOISSY-CRAMAYEL;17984
312;77;77690;MONTIGNY-SUR-LOING;2735
316;77;77250;MORET-LOING-ET-ORVANNE;12556
317;77;77720;MORMANT;5050
318;77;77163;MORTCERF;1453
325;77;77480;MOUY-SUR-SEINE;363
326;77;77176;NANDY;6306
327;77;77370;NANGIS;8953
332;77;77230;NANTOUILLET;287
333;77;77140;NEMOURS;13211
335;77;77124;CHAUCONIN-NEUFMONTIERS;3582
337;77;77186;NOISIEL;16067
339;77;77123;NOISY-SUR-ECOLE;1885
344;77;77178;OISSERY;2454
349;77;77280;OTHIS;6801
369;77;77470;POINCY;736
372;77;77400;POMPONNE;4221
377;77;77220;PRESLES-EN-BRIE;2341
379;77;77160;PROVINS;12417
382;77;77860;QUINCY-VOISINS;5493
385;77;77510;REBAIS;2316
390;77;77680;ROISSY-EN-BRIE;22933
393;77;77540;ROZAY-EN-BRIE;2844
407;77;77310;SAINT-FARGEAU-PONTHIERRY;14246
430;77;77178;SAINT-PATHUS;6163
433;77;77120;BEAUTHEIL-SAINTS;2026
435;77;77930;SAINT-SAUVEUR-SUR-ECOLE;1138
437;77;77165;SAINT-SOUPPLETS;3253
445;77;77176;SAVIGNY-LE-TEMPLE;30212
447;77;77240;SEINE-PORT;1901
449;77;77700;SERRIS;9584
453;77;77115;SIVRY-COURTRY;1169
455;77;77111;SOIGNOLLES-EN-BRIE;2041
457;77;77111;SOLERS;1201
458;77;77460;SOUPPES-SUR-LOING;5485
470;77;77220;TOURNAN-EN-BRIE;8631
474;77;77450;TRILBARDOU;662
475;77;77470;TRILPORT;5077
483;77;77910;VARREDDES;2054
510;77;77174;VILLENEUVE-SAINT-DENIS;986
513;77;77124;VILLENOY;5009
514;77;77270;VILLEPARISIS;26678
521;77;77580;VILLIERS-SUR-MORIN;1981
531;77;77940;VOULX;1687
29;78;78410;AUBERGENVILLE;12216
57;78;78270;BENNECOURT;1904
87;78;78830;BONNELLES;2129
90;78;78410;BOUAFLE;2222
92;78;78380;BOUGIVAL;8932
117;78;78530;BUC;6192
118;78;78200;BUCHELAY;3329
120;78;78830;BULLION;1970
128;78;78720;CERNAY-LA-VILLE;1597
133;78;78240;CHAMBOURCY;5728
138;78;78570;CHANTELOUP-LES-VIGNES;10499
146;78;78400;CHATOU;30654
152;78;78450;CHAVENAY;1843
158;78;78150;LE CHESNAY-ROCQUENCOURT;31871
160;78;78460;CHEVREUSE;5746
193;78;78720;DAMPIERRE-EN-YVELINES;1037
206;78;78920;ECQUEVILLY;4194
208;78;78990;ELANCOURT;25868
233;78;78810;FEUCHEROLLES;3124
238;78;78410;FLINS-SUR-SEINE;2458
262;78;78490;GALLUIS;1261
267;78;78440;GARGENVILLE;7961
269;78;78125;GAZERAN;1320
297;78;78280;GUYANCOURT;29932
310;78;78550;HOUDAN;3712
311;78;78800;HOUILLES;33147
314;78;78440;ISSOU;3939
321;78;78760;JOUARS-PONTCHARTRAIN;5889
327;78;78820;JUZIERS;3889
335;78;78520;LIMAY;17241
337;78;78270;LIMETZ-VILLEZ;1969
350;78;78430;LOUVECIENNES;7401
354;78;78200;MAGNANVILLE;6308
356;78;78114;MAGNY-LES-HAMEAUX;9588
358;78;78600;MAISONS-LAFFITTE;23862
361;78;78200;MANTES-LA-JOLIE;44116
362;78;78711;MANTES-LA-VILLE;20975
366;78;78490;MAREIL-LE-GUYON;402
367;78;78750;MAREIL-MARLY;3845
372;78;78160;MARLY-LE-ROI;16884
380;78;78580;MAULE;6102
381;78;78550;MAULETTE;1028
382;78;78780;MAURECOURT;4467
383;78;78310;MAUREPAS;17931
401;78;78250;MEULAN-EN-YVELINES;9081
418;78;78360;MONTESSON;15269
431;78;78630;MORAINVILLIERS;3105
474;78;78910;ORVILLIERS;936
484;78;78200;PERDREAUVILLE;653
490;78;78370;PLAISIR;31303
498;78;78300;POISSY;39475
517;78;78120;RAMBOUILLET;27636
522;78;78730;ROCHEFORT-EN-YVELINES;945
537;78;78730;SAINT-ARNOULT-EN-YVELINES;5953
550;78;78640;SAINT-GERMAIN-DE-LA-GRANGE;1887
551;78;78100;SAINT-GERMAIN-EN-LAYE;46649
586;78;78500;SARTROUVILLE;53223
591;78;78790;SEPTEUIL;2373
621;78;78190;TRAPPES;32759
638;78;78740;VAUX-SUR-SEINE;5077
646;78;78000;VERSAILLES;86846
672;78;78670;VILLENNES-SUR-SEINE;5459
674;78;78450;VILLEPREUX;11208
686;78;78220;VIROFLAY;17100
688;78;78960;VOISINS-LE-BRETONNEUX;11209
49;79;79300;BRESSUIRE;20847
81;79;79180;CHAURAY;7289
114;79;79400;EXIREUIL;1609
124;79;79340;LES FORGES;117
130;79;79270;FRONTENAY-ROHAN-ROHAN;2998
191;79;79000;NIORT;61027
202;79;79200;PARTHENAY;10489
1;80;80100;ABBEVILLE;23390
10;80;80250;AILLY-SUR-NOYE;2864
16;80;80300;ALBERT;9945
21;80;80000;AMIENS;137380
39;80;80460;AULT;1414
182;80;80410;CAYEUX-SUR-MER;2476
212;80;80800;CORBIE;6371
228;80;80550;LE CROTOY;2022
253;80;80600;DOULLENS;6062
333;80;80120;FORT-MAHON-PLAGE;1311
368;80;80130;FRIVILLE-ESCARBOTIN;4589
489;80;80330;LONGUEAU;5810
533;80;80350;MERS-LES-BAINS;2711
627;80;80160;PLACHY-BUYON;849
649;80;80120;QUEND;1342
702;80;80680;SAINT-FUSCIEN;1336
721;80;80230;SAINT-VALERY-SUR-SOMME;2510
826;80;80460;WOIGNARUE;808
4;81;81000;ALBI;50625
145;81;81310;LISLE-SUR-TARN;4760
163;81;81200;MAZAMET;10418
271;81;81370;SAINT-SULPICE-LA-POINTE;9604
33;82;82100;CASTELSARRASIN;14437
37;82;82300;CAUSSADE;7010
112;82;82200;MOISSAC;13697
121;82;82000;MONTAUBAN;62832
124;82;82290;MONTBETON;4328
125;82;82700;MONTECH;6716
190;82;82600;VERDUN-SUR-GARONNE;4875
4;83;83460;LES ARCS;7240
9;83;83150;BANDOL;8548
11;83;83830;BARGEMON;1355
12;83;83670;BARJOLS;3029
16;83;83330;LE BEAUSSET;10020
17;83;83210;BELGENTIER;2453
19;83;83230;BORMES-LES-MIMOSAS;8279
23;83;83170;BRIGNOLES;17706
26;83;83340;CABASSE;1987
33;83;83660;CARNOULES;3561
34;83;83320;CARQUEIRANNE;9681
36;83;83240;CAVALAIRE-SUR-MER;7672
41;83;83830;CLAVIERS;732
42;83;83310;COGOLIN;11549
47;83;83260;LA CRAU;19202
49;83;83390;CUERS;12101
50;83;83300;DRAGUIGNAN;40344
51;83;83570;ENTRECASTEAUX;1141
53;83;83330;EVENOS;2467
55;83;83440;FAYENCE;5820
67;83;83590;GONFARON;4389
68;83;83310;GRIMAUD;4622
70;83;83980;LE LAVANDOU;6045
72;83;83510;LORGUES;9346
73;83;83340;LE LUC;11206
81;83;83440;MONTAUROUX;6680
86;83;83490;LE MUY;9537
90;83;83190;OLLIOULES;14119
91;83;83390;PIERREFEU-DU-VAR;6173
98;83;83220;LE PRADET;10426
99;83;83480;PUGET-SUR-ARGENS;8170
100;83;83390;PUGET-VILLE;4408
101;83;83350;RAMATUELLE;2163
106;83;83136;ROCBARON;5318
107;83;83380;ROQUEBRUNE-SUR-ARGENS;15128
110;83;83170;ROUGIERS;1692
112;83;83270;SAINT-CYR-SUR-MER;11725
121;83;83690;SALERNES;3838
124;83;83440;SEILLANS;2702
127;83;83870;SIGNES;2971
129;83;83140;SIX-FOURS-LES-PLAGES;35154
137;83;83200;TOULON;180641
138;83;83440;TOURRETTES;2928
139;83;83690;TOURTOUR;600
140;83;83170;TOURVES;5113
148;83;83550;VIDAUBAN;12760
153;83;83430;SAINT-MANDRIER-SUR-MER;6163
3;84;84400;APT;11258
4;84;84810;AUBIGNAN;5872
7;84;84000;AVIGNON;92821
12;84;84190;BEAUMES-DE-VENISE;2437
30;84;84330;CAROMB;3457
31;84;84200;CARPENTRAS;29949
35;84;84300;CAVAILLON;26648
43;84;84320;ENTRAIGUES-SUR-LA-SORGUE;8718
65;84;84360;LAURIS;3948
70;84;84570;MALEMORT-DU-COMTAT;1911
80;84;84170;MONTEUX;13161
83;84;84550;MORNAS;2485
87;84;84100;ORANGE;29437
89;84;84120;PERTUIS;20866
122;84;84260;SARRIANS;6206
124;84;84800;SAUMANE-DE-VAUCLUSE;962
129;84;84700;SORGUES;19127
132;84;84250;LE THOR;9117
136;84;84190;VACQUEYRAS;1271
137;84;84110;VAISON-LA-ROMAINE;6037
144;84;84750;VIENS;659
147;84;84530;VILLELAURE;3442
150;84;84820;VISAN;2013
18;85;85230;BEAUVOIR-SUR-MER;3940
35;85;85470;BRETIGNOLLES-SUR-MER;5155
47;85;85300;CHALLANS;22095
51;85;85110;CHANTONNAY;8865
84;85;85140;ESSARTS EN BOCAGE;9340
92;85;85200;FONTENAY-LE-COMTE;13959
114;85;85520;JARD-SUR-MER;2696
127;85;85560;LONGEVILLE-SUR-MER;2431
152;85;85150;LES ACHARDS;5379
164;85;85690;NOTRE-DAME-DE-MONTS;2196
215;85;85250;SAINT-FULGENT;3953
222;85;85800;SAINT-GILLES-CROIX-DE-VIE;8112
226;85;85270;SAINT-HILAIRE-DE-RIEZ;11501
234;85;85160;SAINT-JEAN-DE-MONTS;8922
262;85;85660;SAINT-PHILBERT-DE-BOUAINE;3574
278;85;85520;SAINT-VINCENT-SUR-JARD;1334
288;85;85440;TALMONT-SAINT-HILAIRE;8016
34;86;86410;BOURESSE;614
62;86;86360;CHASSENEUIL-DU-POITOU;4743
70;86;86300;CHAUVIGNY;7176
100;86;86240;FONTAINE-LE-COMTE;4008
157;86;86550;MIGNALOUX-BEAUVOIR;5202
194;86;86000;POITIERS;91487
14;87;87250;BESSINES-SUR-GARTEMPE;2860
50;87;87270;COUZEIX;9679
75;87;87170;ISLE;7998
85;87;87100;LIMOGES;133136
75;88;88250;LA BRESSE;4293
81;88;88540;BUSSANG;1372
87;88;88000;CHANTRAINE;3292
116;88;88310;CORNIMONT;3182
122;88;88270;DAMAS-ET-BETTEGNEY;371
126;88;88390;DARNIEULLES;1411
132;88;88000;DEYVILLERS;1399
160;88;88000;EPINAL;33706
177;88;88530;LA FORGE;531
181;88;88230;FRAIZE;2887
201;88;88390;GIRANCOURT;914
209;88;88190;GOLBEY;8921
225;88;88220;HADOL;2464
253;88;88000;JEUXEY;699
270;88;88350;LIFFOL-LE-GRAND;2185
304;88;88500;MIRECOURT;5436
319;88;88420;MOYENMOUTIER;3153
461;91;91340;OLLAINVILLE;74
341;88;88100;PAIR-ET-GRANDRUPT;518
349;88;88230;PLAINFAING;1667
358;88;88550;POUXEUX;2015
367;88;88700;RAMBERVILLERS;5231
369;88;88160;RAMONCHAMP;2024
383;88;88200;REMIREMONT;7992
408;88;88360;RUPT-SUR-MOSELLE;3597
429;88;88200;SAINT-NABORD;4251
475;71;71100;SAINT-REMY;530
445;88;88580;SAULCY-SUR-MEURTHE;2384
465;88;88150;CAPAVENIR VOSGES;8848
468;88;88160;LE THILLOT;3432
486;88;88120;VAGNEY;4019
500;88;88310;VENTRON;846
516;88;88800;VITTEL;4970
531;88;88400;XONRUPT-LONGEMER;1565
24;89;89000;AUXERRE;35554
25;89;89200;AVALLON;6682
287;89;89100;PARON;4946
387;89;89100;SENS;27203
414;89;89260;THORIGNY-SUR-OREUSE;1447
418;89;89700;TONNERRE;4546
438;89;89290;VENOY;1959
9;90;90500;BEAUCOURT;5074
10;90;90000;BELFORT;47242
75;90;90300;OFFEMONT;4318
17;91;91470;ANGERVILLIERS;1749
21;91;91290;ARPAJON;11447
44;91;91160;BALLAINVILLIERS;4642
45;91;91610;BALLANCOURT-SUR-ESSONNE;7693
47;91;91590;BAULNE;1324
85;91;91790;BOISSY-SOUS-SAINT-YON;3875
86;91;91070;BONDOUFLE;10144
95;91;91850;BOURAY-SUR-JUINE;2139
97;91;91800;BOUSSY-SAINT-ANTOINE;8058
99;91;91820;BOUTIGNY-SUR-ESSONNE;3004
111;91;91640;BRIIS-SOUS-FORGES;3381
114;91;91800;BRUNOY;25757
129;91;91590;CERNY;3502
132;91;91730;CHAMARANDE;1145
135;91;91750;CHAMPCUEIL;2923
136;91;91160;CHAMPLAN;2796
156;91;91630;CHEPTAINVILLE;2256
175;91;91410;CORBREUSE;1749
180;91;91490;COURANCES;347
191;91;91560;CROSNE;9427
200;91;91410;DOURDAN;10639
201;91;91210;DRAVEIL;28867
207;91;91520;EGLY;6375
223;91;91150;ETAMPES;25813
225;91;91450;ETIOLLES;3294
228;91;91000;EVRY-COURCOURONNES;67317
244;91;91540;FONTENAY-LE-VICOMTE;1617
249;91;91470;FORGES-LES-BAINS;3998
274;91;91400;GOMETZ-LA-VILLE;1526
315;91;91760;ITTEVILLE;6583
330;91;91510;LARDY;5585
332;91;91630;LEUDEVILLE;1501
333;91;91310;LEUVILLE-SUR-ORGE;4421
338;91;91470;LIMOURS;6613
339;91;91310;LINAS;6893
340;91;91090;LISSES;7396
345;91;91160;LONGJUMEAU;21412
347;91;91310;LONGPONT-SUR-ORGE;6428
359;91;91720;MAISSE;2820
363;91;91460;MARCOUSSIS;8295
376;91;91630;MAROLLES-EN-HUREPOIX;5664
386;91;91540;MENNECY;15583
421;91;91230;MONTGERON;24053
433;91;91150;MORIGNY-CHAMPIGNY;4452
434;91;91390;MORSANG-SUR-ORGE;20289
457;91;91290;LA NORVILLE;4377
471;91;91400;ORSAY;15832
477;91;91120;PALAISEAU;35568
479;91;91550;PARAY-VIEILLE-POSTE;7872
511;91;91740;PUSSAY;2135
521;91;91130;RIS-ORANGIS;29927
533;91;91690;SACLAS;1883
534;91;91400;SACLAY;4313
546;91;91410;SAINT-CYR-SOUS-DOURDAN;959
560;91;91940;SAINT-JEAN-DE-BEAUREGARD;494
570;91;91240;SAINT-MICHEL-SUR-ORGE;20631
573;91;91280;SAINT-PIERRE-DU-PERRAY;11331
577;91;91250;SAINTRY-SUR-SEINE;5862
581;91;91650;SAINT-YON;912
587;91;91160;SAULX-LES-CHARTREUX;6472
589;91;91600;SAVIGNY-SUR-ORGE;36823
599;91;91840;SOISY-SUR-ECOLE;1304
600;91;91450;SOISY-SUR-SEINE;7351
617;91;91250;TIGERY;4370
631;91;91480;VARENNES-JARCY;2331
634;91;91640;VAUGRIGNEUSE;1386
639;91;91820;VAYRES-SUR-ESSONNE;1027
666;91;91140;VILLEJUST;2443
671;91;91580;VILLENEUVE-SUR-AUVERS;611
685;91;91700;VILLIERS-SUR-ORGE;4639
689;91;91320;WISSOUS;7202
691;91;91330;YERRES;29527
692;91;91940;LES ULIS;25174
2;92;92160;ANTONY;63535
9;92;92270;BOIS-COLOMBES;29082
12;92;92100;BOULOGNE-BILLANCOURT;122825
14;92;92340;BOURG-LA-REINE;21410
22;92;92370;CHAVILLE;21081
23;92;92140;CLAMART;53424
24;92;92110;CLICHY;63346
25;92;92700;COLOMBES;87120
26;92;92400;COURBEVOIE;82213
32;92;92260;FONTENAY-AUX-ROSES;25762
33;92;92380;GARCHES;18233
35;92;92250;LA GARENNE-COLOMBES;29889
36;92;92230;GENNEVILLIERS;48746
40;92;92130;ISSY-LES-MOULINEAUX;68685
44;92;92300;LEVALLOIS-PERRET;66653
46;92;92240;MALAKOFF;31151
48;92;92360;MEUDON;46502
49;92;92120;MONTROUGE;48587
50;92;92000;NANTERRE;96917
51;92;92200;NEUILLY-SUR-SEINE;60584
60;92;92350;LE PLESSIS-ROBINSON;30215
62;92;92800;PUTEAUX;45446
63;92;92500;RUEIL-MALMAISON;79788
64;92;92210;SAINT-CLOUD;30610
71;92;92330;SCEAUX;20374
73;92;92150;SURESNES;49816
75;92;92170;VANVES;28131
76;92;92420;VAUCRESSON;9008
77;92;92410;VILLE-D'AVRAY;11527
78;92;92390;VILLENEUVE-LA-GARENNE;24183
1;93;93300;AUBERVILLIERS;89139
6;93;93170;BAGNOLET;36166
7;93;93150;LE BLANC-MESNIL;57664
8;93;93000;BOBIGNY;54528
10;93;93140;BONDY;54746
13;93;93350;LE BOURGET;15948
15;93;93470;COUBRON;4963
27;93;93120;LA COURNEUVE;45181
29;93;93700;DRANCY;72658
30;93;93440;DUGNY;11113
32;93;93220;GAGNY;39860
45;93;93260;LES LILAS;23575
46;93;93190;LIVRY-GARGAN;45908
47;93;93370;MONTFERMEIL;28058
49;93;93360;NEUILLY-PLAISANCE;21007
50;93;93330;NEUILLY-SUR-MARNE;36028
51;93;93160;NOISY-LE-GRAND;68256
53;93;93130;NOISY-LE-SEC;44591
55;93;93500;PANTIN;60027
57;93;93320;LES PAVILLONS-SOUS-BOIS;23995
59;93;93380;PIERREFITTE-SUR-SEINE;30908
62;93;93340;LE RAINCY;14767
63;93;93230;ROMAINVILLE;30171
64;93;93110;ROSNY-SOUS-BOIS;46198
70;93;93400;SAINT-OUEN-SUR-SEINE;50826
71;93;93270;SEVRAN;51907
72;93;93240;STAINS;38361
73;93;93290;TREMBLAY-EN-FRANCE;36624
74;93;93410;VAUJOURS;7270
77;93;93250;VILLEMOMBLE;30590
79;93;93430;VILLETANEUSE;13656
1;94;94480;ABLON-SUR-SEINE;5879
2;94;94140;ALFORTVILLE;44966
3;94;94110;ARCUEIL;21910
11;94;94380;BONNEUIL-SUR-MARNE;18134
15;94;94360;BRY-SUR-MARNE;17723
16;94;94230;CACHAN;30714
17;94;94500;CHAMPIGNY-SUR-MARNE;77334
18;94;94220;CHARENTON-LE-PONT;30086
21;94;94550;CHEVILLY-LARUE;20057
22;94;94600;CHOISY-LE-ROI;46359
33;94;94120;FONTENAY-SOUS-BOIS;52427
37;94;94250;GENTILLY;18921
41;94;94200;IVRY-SUR-SEINE;63998
42;94;94340;JOINVILLE-LE-PONT;19807
46;94;94700;MAISONS-ALFORT;56774
47;94;94520;MANDRES-LES-ROSES;4825
52;94;94130;NOGENT-SUR-MARNE;34278
53;94;94880;NOISEAU;4649
54;94;94310;ORLY;24805
55;94;94490;ORMESSON-SUR-MARNE;10510
58;94;94170;LE PERREUX-SUR-MARNE;33891
60;94;94510;LA QUEUE-EN-BRIE;12184
65;94;94150;RUNGIS;5724
70;94;94440;SANTENY;4075
71;94;94370;SUCY-EN-BRIE;27415
73;94;94320;THIAIS;30910
74;94;94460;VALENTON;14934
75;94;94440;VILLECRESNES;11844
76;94;94800;VILLEJUIF;55451
77;94;94290;VILLENEUVE-LE-ROI;21775
78;94;94190;VILLENEUVE-SAINT-GEORGES;34992
79;94;94350;VILLIERS-SUR-MARNE;29014
80;94;94300;VINCENNES;50230
81;94;94400;VITRY-SUR-SEINE;95969
18;95;95100;ARGENTEUIL;111595
19;95;95400;ARNOUVILLE;14335
39;95;95430;AUVERS-SUR-OISE;6915
42;95;95560;BAILLET-EN-FRANCE;1914
51;95;95250;BEAUCHAMP;8781
52;95;95260;BEAUMONT-SUR-OISE;9607
56;95;95270;BELLOY-EN-FRANCE;2212
60;95;95550;BESSANCOURT;7939
63;95;95870;BEZONS;31795
78;95;95650;BOISSY-L'AILLERIE;1875
88;95;95500;BONNEUIL-EN-FRANCE;1131
127;95;95800;CERGY;66429
142;95;95750;CHARS;2063
149;95;95270;CHAUMONTEL;3295
176;95;95240;CORMEILLES-EN-PARISIS;25620
177;95;95830;CORMEILLES-EN-VEXIN;1347
183;95;95800;COURDIMANCHE;6820
199;95;95330;DOMONT;15698
203;95;95600;EAUBONNE;25653
205;95;95440;ECOUEN;7169
219;95;95120;ERMONT;29183
229;95;95460;EZANVILLE;9712
241;95;95190;FONTENAY-EN-PARISIS;2023
250;95;95470;FOSSES;9852
257;95;95530;LA FRETTE-SUR-SEINE;4742
270;95;95420;GENAINVILLE;560
277;95;95500;GONESSE;26228
288;95;95410;GROSLAY;8561
306;95;95220;HERBLAY-SUR-SEINE;31545
313;95;95290;L'ISLE-ADAM;12279
323;95;95280;JOUY-LE-MOUTIER;16873
328;95;95690;LABBEVILLE;650
351;95;95380;LOUVRES;11120
352;95;95270;LUZARCHES;4812
353;95;95560;MAFFLIERS;1851
355;95;95420;MAGNY-EN-VEXIN;5904
369;95;95580;MARGENCY;2896
370;95;95640;MARINES;3498
388;95;95180;MENUCOURT;5955
409;95;95570;MOISSELLES;1290
426;95;95680;MONTLIGNON;3012
427;95;95360;MONTMAGNY;14588
428;95;95160;MONTMORENCY;21975
430;95;95560;MONTSOULT;3668
476;95;95520;OSNY;17685
480;95;95620;PARMAIN;5701
487;95;95340;PERSAN;13788
488;95;95480;PIERRELAYE;9462
500;95;95300;PONTOISE;32891
509;95;95380;PUISEUX-EN-FRANCE;3595
523;95;95780;LA ROCHE-GUYON;516
527;95;95700;ROISSY-EN-FRANCE;2859
580;95;95470;SAINT-WITZ;2483
582;95;95110;SANNOIS;26901
585;95;95200;SARCELLES;59448
594;95;95270;SEUGY;1039
604;95;95470;SURVILLIERS;4238
607;95;95150;TAVERNY;27062
612;95;95500;LE THILLAY;4588
628;95;95760;VALMONDOIS;1238
652;95;95270;VIARMES;5267
675;95;95380;VILLERON;1520
678;95;95840;VILLIERS-ADAM;872
680;95;95400;VILLIERS-LE-BEL;28540
207;972;97224;DUCOS;17942
213;972;97232;LE LAMENTIN;40685
302;973;97300;CAYENNE;65878
304;973;97310;KOUROU;25148
307;973;97351;MATOURY;33696
408;974;97419;LA POSSESSION;33405
413;974;97424;SAINT-LEU;35062
